					
				미겔	(팔을 쭉 뻗어 기사를 거치고, 말의 머리를 복복복 긁어준다. 이게 마티씨라고 생각하면 귀엽단 말이죠~ 이랬는데 그냥 말이어도 웃길 것 같긴 하다.) 호오... (몸이 흔들리면 갑옷을 두른 팔에 힘을 주고 주변을 구경한다. 색이 완전히 뒤집힌 세계.) 글쎄요! 마계의 끝까지~?
				마티암	(갑옷이 말의 걸음에 맞춰 철컹이는 소리를 낸다. 과연 마티일까 말일까? 아무튼 그 존재는 당신의 손길을 좋아하는 것 같다.) 나쁘지 않지. 이곳이 궁금하기도 하니. 저 끝까지 가볼까? (검은색 태양을 향해 빠른 걸음으로 이동한다) ..역시 마력 때문이려나.
				미겔	(제 손길을 좋아하니 괜히 짓궂은 마음이 생겨 손을 떼어내고는 암으로 추정되는-갑옷 기사의 허리를 간지럽혀본다. 반응이 있으려나?) 후후, 과연 끝이 있을진 모르겠지만... (검은 태양이 햇빛은 커녕 어둠을 내리는 것 마냥 어둡다. 점점 가까워진다.) 이 마력이라면 원래 마티암씨 머리도 철썩 붙겠는뎁쇼~? (고개를 돌리다가 기사의 등에 시선이 꽂힌다.) 말에서 내리실 수는 있습니까?
				마티암	(갑옷이 깜짝 놀라 허리를 바로 세운다) ..뭐 하는 건가. 이 마력으로 머리 해결만 하고 돌아가고 싶군. 인간의 몸으론 그 마력을 감당할 수 없다지만. (자신의 몸을 돌아본다. 갑옷, 길쭉한 검. 텅 빈 안쪽) 한 몸은 아니지만.. 그다지 내리고 싶은 마음이 들지 않네. 암시가 걸린 것처럼 말이야. 그대의 몸은 어떤가. 노래하고 싶은 마음이 들어? (지금도 튜바와 같은 소리가 들리나?)
				미겔	(허리를 바로 세우는 갑옷을 보고 큭큭 웃는다. 텅 빈 갑옷이어도 간지럼을 타나보군!) 죄송합니다~ 간지러우셨습니까요? (말은 그렇게 하면서도 모른 척 다시 간지럽혀본다.) 후후, 생 베리를 먹어서 마력이 증폭했던 적도 있지 않습니까? 사실 젊음의 영약이 제일 가능성 있다고 보지만요~ 역시 순수나 빼볼까, 싶습니다요? 잉, 그렇습니까? (아쉽다는 투로) 갑옷 기사 분과 함께 산책 좀 해볼까 싶었습니다만... 정말 암시가 걸렸는지 확인해볼깝쇼~? (갑옷 통통 두들긴다.) 그럼요! 심지어 소리가 더욱 다양해졌답니다? (입을 열자 온갖 악기 소리가 조화를 이루며 흘러나온다.)
				마티암	(갑옷이 몸일지도. 당신 돌아본다.) 그러다 떨어져도 모르네. ..마계라는 장소의 특수함이 있지 않을까 해서 말이지. 역시 머릿속의 순수나 키워야겠어. (작게 웃는다. 어떻게 확인한다는 거지?) 지금 하고 있지 않나, 산책. (당신의 성대.. 에서 흐르는 노래를 감상하다 손뼉을 쳤다) 작은 오케스트라를 듣는 느낌이로군. 그대의 류트가 몸속으로 간 것만 같아. (다시 힐끔 본다. 류트와 검은 아직 있으려나)
				미겔	(저를 돌아보는 당신을 보며 무슨 일 있었냐는 듯 능청스레 군다.) 모든 색과 개념이 뒤집힌 이 곳이라면 상상력도 늘 테고, 순수도 자연스레 증폭되겠지요~ 돌아가면 헨젤씨에게 뽑아달라 부탁드려야겠습니다! 물론 지금도 산책하고 있지만요~ 영, 말이 우리 마티씨라고 생각하니 너무 괴롭히는 것 같기두 하고. (말의 옆구리를 토닥이다가 당신이 어떻게 확인하는지 궁금해하는 것 같아 씩 웃는다. 곧 갑옷 기사의 어깨를 감싸안고 확! 말에서 떨어진다. 물론? 당신이 아프지 않게 먼저 떨어지는 건 덤!) 어쩌면 모든 것이 다 제 안에 있을지도 모르지요. (류트와 검은 몸체 어딘가에 있는 것 같다.)
				마티암	(뻔뻔하긴. 춉!하려고 했지만, 힘 조절이 안될까 싶어 그만둔다) 아름답다기보단 신기한데. 이상한 꿈을 꾸고 있는 기분이야. (주위를 둘러본다. 보라색 풀 사이로 무언가 지켜보는 느낌이 들었다. 이곳의 동식물이려나) 순수가 뽑힌 직후의 모습이 궁금하긴 하군. 하지만 그러면 그대의 기억이 일부 사라지지 않나. 하하, 그대가 말하지 않았나. 근력을 키우긴 위해선 하루 세 번 미겔을 들어 올리라고. ... (여전히 얼굴이 있었다면 당황한 표정을 볼 수 있었을 것이다. 당신의 무게를 받곤 그대로 말에서 떨어진다. 속이 비었기 때문일까, 그리 무겁진 않았다. 갑옷보다 그 몸을 소중히 여겨야 하는 거 아니야?) ... 예측할 수가 없군. (그러다 즐거운 듯 웃는다. 저 바드는 떨어지는게 무섭지도 않은건가. 이리 가볍게 떨어지다니. 당신이 없었다면 시도조차 하지 않았을 것이다.) 검과 하나와 되라는 가르침을 너무 수용한 것 아닌가?
				미겔	(아마 당신이 춉! 했어도 미겔은 즐겁다고 웃으며 좋아했을 것이다.) 그런가요? 전 보통 신기한 걸 보면 아름답다고 느끼나봅니다~ 이게 정말 꿈일지도요. (제 볼을 스스로 꼬집어본다. 아야야... 꿈은 아닌 것 같은데! 순간적으로 느껴지는 시선에 고개를 돌린다.) 무언가 본 것 같은 느낌이 드는뎁쇼~ 후후후... 궁금하시다면야 언제든! 마티암씨의 목도 붙일 겸 보여드릴 수 있답니다~? 제 기억이 일부 사라져봤자 다른 기억들이 많으니 괜찮지 않을까요? 보아하니 제일 중요한 기억이 사라지는 것도 같았습니다만! (태연하게 말하다 그럼 지금 한 번 들어올린거라며 두 번 더 남았다 덧붙인다. 당신의 반응에 시원한 웃음소리가 이어진다. 아무래도 이 바드는 무서운 게 없는 듯하다. 겪지 못했거나.) 하하하! 예측할 수 없으니 더 짜릿하지 않습니까?    (금속으로 이뤄진 제 손과 다리에 흠이 날지언정 눈 앞의 갑옷은 소중한 모양인지 기사를 받친 채-정확히는 품었다는 게 맞겠다-꼼꼼히 살핀다.) 그런 것 같습니다! 이 검인지 류트인지, 혼합체가 되어버린 걸 꺼낼 수도 있답니다~?
				마티암	그대의 눈에 나도 아름다웠다니 다행이군. (목이 잘린 채 살아있는 사람은.. 아무래도 신기하니까) 마력만이 존재하는 황무지를 상상했는데 말이지. 다 살아가는 곳이라 이건가. (..) ..농담이었네. 심장의 대가를 주기에도 벅찬데 순수까지 뽑아가기엔. 중요한 기억이 사라진다는 게 문제 아닌가? 잃기 싫었던 기억이면 어쩌려고. (아무리 뻔뻔해도 자신을 위해 남의 기억을 희생시키고 싶진 않다. 그 중요한 기억이 뭔지 궁금하기도 하고. 잃어버리면 알 수 없게 되는 것 아닌가.) 이 몸으론 그대를 편히 들어 올릴 수 있겠어. 이번에야말로 저 검은 해에 닿을 정도로 던져볼까. 단련될 근육이란 게 존재할지는 모르겠지만. (그런 당신을 어찌할 수 없다는 듯 웃는다.) 후후.. 이거 한 방 먹었군. 다시 말을 타고 싶은 생각이 들지 않는 것 보니 마물에게도 충격요법이 통하는 모양이야.  (품어진 채 반바퀴돌아  당신을 바라본다. 어디 다친 곳은 없으려나. 눈은 없지만 시선이 느껴질지도 모른다.)  두 번 짜릿하다간 그대 몸에 멍들겠네. ...꺼내? (어떻게?)
				미겔	응? 하하하, 마티암씨는 이상함과 별개로 아름다우시지요. 제가 말씀 드린 적 없습니까~? 그 까만 눈이 얼마나 아름다운지! (지금은 안 보이니 더욱 쉽게 말할 수 있는건지 아니면 원래 그렇게 생각하는건지 손가락을 청아하게 튕기는 소리와 함께 말한다.) 다아 살아가는 곳이지요, 그럼요. 저들 눈엔 저희가 마물처럼 보이지 않겠습니까? (바란손과 듀라한.) 전 진담이었는데 말입죠~ 마티암씨께선 목이 다시 붙길 바란 거 아니었습니까? 목숨을 살리기 위해 어떤 수단이든 쓰셨듯, 비슷하실 줄 알았는데! 잃어버리면 그게 잃고 싶지 않은 기억이었던 사실까지 잃어버릴지도 모릅니다. (낮게 웃으며 부담을 주긴 싫은데 심장의 대가가 그리 벅차냐고 묻는다.) 검은 해에 닿을 정도로 던져버리시면 온몸이 어둠으로 물들어버릴지도 모릅니다~? 떨어진 이 미겔을 받아내셨을 땐 눈에 보이지 않을 정도로 어두워져 있을지도요! (마티로 추정되는 말을 힐끔, 올려다본다. 큭큭거린다.)  말씨도 이제 쉴 수 있으니 좋은 거 아니겠습니까. (온몸으로 받치고 있던 당신이 반바퀴를 돌면 얼굴을 마주친다. 으잉?! 그러니까... 이거 지금 마티암씨께서 제 위에서 절 마주 보는 자세인거지요?! 눈도 없고 심지어 얼굴도 없는데 느껴지는 시선에 어디선가 둥, 둥, 둥, 하고 타악기 두들기는 소리가 난다.) 이 몸으론 딱히 멍이 들 것 같지 않지만요~ (의문감을 표하는 당신에 제 몸의 일부인 마냥 박혀있던 것을 잡고 앞으로 당겨 빼낸다. 누가 보면 전설 속의 검을 뽑는 모양새 같다.) 짠~!
				마티암	그럼 이상하고 아름다운 걸로 하세. (그 말을 가볍게 받는다.) 마물처럼 보이는 게 아니라 진짜 마물이 된 것 아닌가? 마물은 어디에서나 적 취급이라니. 지성이 있는 마물들의 나라가 아닐까 했는데. 이 모습을 받아줄 세계는 없는 걸까.. (진지한 척) 그 선택도 계속 후회하고 있지 않나. 더 이상 후회할 선택을 만들고 싶진 않네. 꽤 감성적인 듀라한이라 말이지. 검을 쥐기 시작한 이유나 제일 좋아했던 이야기 같은 기억을 잊으면 어떻게 하려고. 아니면 잃어버릴 것 같은 기억이 따로 있나? (호기심 가득한 갑옷으로 바라본다) 심장을 준다고 날름 받는 게 더 이상하지 않나. 하지만 욕심은 나니까 어쩔 수 없지. 노력하는 수밖엔. 하하. 그대가 그렇게 좋아하는 검은색이 되는 거지 않나. 챠콜페더가 된다면 어둠을 잘 털어주겠네. 듀라한의 말치곤 호강하는군. (말은 가만히 선 채 둘을 바라보고 있었다. 무언가 씹는 것 같기도. 풀인가?)  몸속의 악기가 찌그러지면 어떻게 하나. 다행히 다친 곳은 없어 보이는데.. (.... 이게 무슨 소리지? 어디서 북 치는 소리가.) ...어.. 음. (그대로 다시 반 바퀴 돌아 당신의 옆에 눕는다.) .....마치 전설의 검 같군. (허리춤에 있는 검을 뽑아 챙- 맞춰본다)
				미겔	이상하고 아름다운! 듀라한에게 딱 어울리는 묘사이지 말입니다~? (당신 말에 앗차차, 그렇네요 하고 볼을 긁적인다. 이어지는 진지한(척) 모습에 큭큭 웃으며 저 역시 진지한 표정을 흉내내보이며 고개를 젓는다.) 그러게나 말입니다~ 마물들의 모습도 사랑 받는 세계가 있으면 얼마나 좋을지요! 뭐어, 마티암씨께 후회를 안겨드릴 두 번째 원인이 되고 싶진 않으니 참겠습니다요~ (검을 쥐기 시작한 이유, 제일 좋아했던 이야기. 당신이 나열하는 기억들을 떠올려본다. 그게 사라지면 더이상 난 미겔이 아니려나? 질문이 들려오면 잠깐 생각에 잠긴다.) 그을~쎄요~ 있는 것 같기도 하구, 없는 것 같기도 하구... 후후, 잘못하면 마티암씨와의 약속을 잃어버릴 수도 있겠습니다! (갑옷 안쪽에서 호기심이 흘러나오는 걸 억누르듯 감옷의 가슴팍을 검지로 통통 친다.) 역시 마티암씨는 욕심쟁이시라니까요~ 여기저기 심장을 모으고 다니시는, 심장 수집가가 되시는 거 아닙니까?  검은색은 구경하기 좋은 거지 딱히 제 자신이 검은색이 되고 싶진 않은데도요~?! 하지만 어둠을 털어주신다면야 마다할 이유는 없지요. (가만히 선 채 저희 둘을 바라보는 말과 눈이... 마주친다. 뭘 씹는 거지? 말의 입을 빠아안히 본다.) 찌그러지면 새로운 악기로 바꾸면 되지 않겠습니까? 원하는 악기로 바꿀 수 있는 것 같더군요! (잉, 왜 내려오십니까~?! 퍽 아쉬운듯 그렇게 묻다가도 반 바퀴 구르는 당신에 맞춰 옆으로 돌아 눕는다. 이어 검과 검이 맞닿는 소리가 나면 당신 검을 구경한다. 챙챙. 몇 번 더 맞춰본다.) 듀라한의 검이 더 전설 같지 않습니까~?
				마티암	하하, 계속 그렇게 말해주면 버릇 나빠진다니까. 쭉 이 모양이면.. 다른 우주로 이주라도 할까. 어딘가엔 마물이 살기 좋은 곳이 있겠지. (짐짓 심각한 표정을 짓다가) 그 애매한 대답은 뭔가. 많으면 많지 없을 것 같진 않은데. (그러다 이어지는 말에 웃었다) 그 기억이라면 오히려 다행이지. 금방 알아차릴 수 있으니까. 옆에 붙어 믿을 때까지 상기시켜주겠네. 그러다 보면 언젠가 깨닫지 않겠나. (안이 빈 듯 가벼운 소리가 난다. 몸은 없고 호기심만 가득 찬 갑옷이란) 내가 노린 건 그대 심장밖에 없는데도? 굳이 말하자면.. 복지물품 수집가지. 인생에서 은퇴하기 전 챙겨가겠어.  거울을 바라보며 구경하면 되지 않겠나. 구경할 시간은 충분히 주겠네. (당신의 몸체를 바라본다. 어쩐지 자신의 레이피어가 생각나는 색이다) ...청록색 베리를 먹고 있군. ..그런 기능도 있었어? 꽤 편리한데. 다룰 줄 아는 금속 악기가 어떻게 되나? (그야 무거울까봐지. 시선이 느껴지자 팔짱을 낀 뻣뻣한 상태로 당신을 바라보게 누웠다. 거리 자체는 그리 다르지 않을지도) 듀라한의 검은 뻔하지 않나. 은빛 검날이 아닌 검을 든 듀라한은 한 번도 본 적이 없네.
				미겔	아핫, 그럼 그만 둘깝쇼~? 마티암씨야, 버릇이 원래부터 그리 좋으신 것 같진 않았는데, (농조로 어쩔 수 없다는 듯 고개를 젓는다.) 버릇이 나빠질까 걱정되신다면 그만 두도록 합죠! 쭉 이 모양이라~... (목 없는 기사의 갑옷에서 목 언저리를 만진다.) 이렇게 머리조차도 사라진 상황인데 괜찮으십니까? 뭐어, 절 보면 다들 끼약~! 바란손이다! 바란손이 나타났다! 하녀 도망치는 바람에 이야기 한 줄 못 읊을테니 저도 다른 우주로 가야겠습니다요. (눈을 가린 천에 당신이 한 말이 그대로 적힌다. 옆에 붙어 믿을 때까지 상기시켜주겠네. 당신이 좋아하는 인용을 한 것일 수도, 오래토록 기억하고자 기록하는 과정일 수도 있겠다. 천에 적히는 글귀와 다르게 장난스레 말한다.) 기억을 잃은 이를 상대하는 건 귀찮으실텐데두요~? (통토통. 가벼운 소리가 유쾌한지 박자감 있게 쳐본다. 이어지는 말에 금방 그 소리가 멈췄지만.) 하하, 마티암씨도 정말이지~...  정~말~이~지~! 에잇, 마티암씨가 생에서 은퇴하기 전에 저도 그 유명한 듀라한 심장 좀 노려봐야겠습니다! (갑옷 안에 손을 쑥 집어넣어 휘적인다. 심장이 어딨나~ 흥얼거리며.) 아핫, 괜찮습니다! 제가 좋아하는 검정은 따로 있지 말입니다~? (거울을 사양하는 듯 손바닥을 척 내민다. 제 몸체를 바라보는 것을 눈치 챈 건지 팔을 당신 쪽으로 뻗는다. 색이 참 예쁘지요? 그렇게 묻는다.) 저도 베리 먹고 싶은데요, 말씨. (말티-마티와 말을 합친 말이다-를 빤히 본다.) 음~ 일단 검? (하하.) 그리고 금관악기라면 다... (전혀 안 무거웠습니다요? 걱정쟁이~ 저 역시 팔짱을 낀 상태로 당신을 바라보고 있으면 거리감이 가까운 걸 즐기며 키득인다.) 전 은빛 검날을 좋아해서 말이지요. 제 원래 검도 은검이잖습니까. 마티암씨는... 황동 레이피어. (어라? 둘이 검이 바뀐 것 같다.)
				마티암	..사실 좀 쑥스러워. 만약 다시 돌아갈 방법이 없다면 어쩔 수 없지. 다들 이상하니 괜찮은 것 같기도. 하하, 그 비명소리가 묻힐 정도로 크고 아름답게 들려주면 되지 않겠나. (천에 글씨가 적힌다. 신기하기도 하고, 당신의 마음을 읽어버린 것 같은 느낌이 들어 자신도 모르게 천에 손을 가져다 댔다.) 그대라면 어떤 이야기를 하든 재미있을 것 같은데. 비록 기억을 잃은 자라도... 약속을 다시 하는 것도 좋겠지. 이야기는 언제나 순환하는 법이니까.  ...으앗? (이상한 느낌이다. 몸속을 누가 훑는 것 같은... 가만히 있으려 노력하지만 조금씩 움찔거린다. 강철 심장은 있을지도!) 하하, 간지러워. (난 이런 색이 좋더라. 은빛 판금 갑옷으로 통통 두들긴다.) 틀린 말은 아니지. 검끼리 맞부딪히는 소리가 좋지 않나. 바늘도 추가해야지. (여전히 말은 당신이 준 모자를 쓰고 있다! 멀쩡한 베리를 발굽으로 굴려준다.) 그대 혼자 오케스트라를 해도 되겠군. 그 바란손도 노래를 하거나 류트를 연주하지는 못할 텐데. 완승은 예정된 것이었던 건가. (정 아쉬우면 다시 올라가? 농담한다. 마물의 몸을 구경하는 것이 재밌다.) 일류 검사는 검을 가리지 않는다지. 그 황동색 검도 어울리는군. (이런 우연이) 원래 검은 어떻게 얻었나?
				미겔	마티암씨께서... 쑥스러움을? (의외라는 얼굴로 당신을 바라본다.) 칭찬에 익숙치 않으신 겁니까~? 아니면 아름답다는 말은 낯선 건가요? (다 같이 마물로 남는다라. 반발할 이들이 좀 있을 것 같기도 하고. 저야 같이 있다면 상관은 없기에 그저 웃는다.) 뭐, 흔히들 겉모습으로 판단해버리니 말이지요! 크고 아름답게 불러봤자 마물로 인식될 겁니다요. (두 눈을 가린 천에 손이 닿는 것이 느껴지자 저도 모르게 흠칫한다. 새로운 글귀가 적힌다. '... 눈동자가... ...어쩌지?' 무슨 눈동자? 일부가 지워진듯 하다. 오잔이 지워진 것처럼.) 이야기의 순환이라... 약속은 별로 좋아하지 않지만, 정말 그런 일이 생긴다면 마티암씨께서 억지로라도! 다시 약속해주시면 좋겠군요. 아마 무의식 속의 저도 그걸 바랄 겁니다! (당신의 반응이 재밌는지 몇 번 더 훑어보다가 무언가 잡힌다. 어라? 심장인가? 콱 잡아본다.)  간지러움을 타시는 것도 의외라니까요~ (그냥 예쁘다고 해주시면 덧납니까~? 은빛 판금 갑옷을 장난스레 흘겨본다. 후후, 저도 은빛 몸체일 걸 그랬습니다. 왜 바란손은 이런담! 그런 말을 덧붙이기도.) 그건 맞습니다! 검과 금관, 그리고 바늘. 온갖 금속을 다루는 걸 보아 제가 금속을 향한 마티암씨의 애정을 이기게 생겼습니다~? (잠깐 몸을 일으켜 모자를 쓴 말티의 다리를 마구 쓰다듬어주고는 눕는다. 놓치지 않고 주운 베리도 입에 쏙 넣고!) 하하, 바드 미겔의 완승이었는데 그 미겔이 바란손이 되었으니... 이제 무승부입니다? (당신이 던진 농담에 망설임 없이 양팔을 펼친다. 자아, 올라오시죠! 저 역시 농조로 말한다.) 그래도 역시 은빛 검이... 이 검은, 음, 받은 것입니다! 여정의 시작을 함께 한 검이자... 헤어짐을 고하는 검이었습죠.
				마티암	그 의외라는 표정은 뭔가? 그대 앞에선 뻔뻔한 척하기도 어렵다니까. ..너무 집요해. (의외로 많은 곳에서 쑥스러워했을지도. 그는 항상 컨셉을 잡고 있었다) 심금을 울리는 노래라면 또 모르지. 중간중간 애드리브도 넣고 말일세. (미겔의 눈동자는 이곳에 있을까. 가볍게 천을 쓰다듬는다. 마치 지워진 글씨가 돌아오기라도 할 것처럼. 지금의 당신도 눈을 보이기 싫을까? 홀린 듯 천천히 천을 들어 올려본다. 당신이 싫다면 멈출 것이다) 좋아하지도 않는 약속을 억지로 해도 되는 거야? 이상한 사람이라며 멀어질 것 같은데. 약속을 좋아하지 않을 줄은 몰랐군. (아프진 않지만 중요한 것이 잡힌 기분이 든다. 철로 된 심장이 두근거리며 진동한다. 그에 따라 갑옷이 공명한다)  ..그럼 예쁘네. 서로 다른 몸을 원하는 게, 참. 황동색 기사와 은빛 바란손도 좋을 것 같은데 말이야. (하하 웃었다) 뭐 나쁘지 않을지도. 그 금속들의 광내기를 내게 맡겨준다면! 나도 금관악기나 연습할까. 원래의 몸으론 합주할 수 없잖아. (광낼 것도 생기고 겸사겸사. ...그거 막 먹어도 되는 거야? 흙 털어준다.) 후후, 자기 자신을 이길 수는 없으니까? (당신의 말을 들으며 검을 바라본다. 지금은 색과 모양이 바뀌었지만, 원래의 모습을 상상했다.) 그 스승이 졸업의 의미로 선물한 건가.
				미겔	그야 의외니까 의외지요! 마티암씨라면 부끄럼 보다는 그냥 '하하, 그런가. 그렇군.'하고 넘길 것 같아서 말입니다~? (너무 집요하다는 말에 얼굴이 풀어진다. 어쩌면 눈매를 접어 웃고 있는 것일지도 모르겠다.) 그래도 이 집요함이 싫진 않으시지요? (그것도 모르고 당신이 제법 무던한 편이라고 생각했다니! 가끔 미겔 눈에도 드러나는 쑥스러움이 선물처럼 느껴진다.) 후후... 다들 마티암씨처럼 생각해주시면 얼마나 좋을까요? 관객이 듀라한 밖에 없을 수도 있겠는뎁쇼~ (천을 쓰다듬는 손길에 천 뒤의 눈이 움직인다. 글씨는 무언가를 빠르게 지웠다 쓰길 반복한다. 아마 이런 생각이 적혔을 것이다. 괜찮지 않을까? 마티암이라면. 푸른 색을 좋아한다고 했던가. 하지만 모든 색을 다루던 당신은 이 눈이 어떤 색을 담든 포용해주지 않을까. 그래, 당신이라면... 보이고 싶다는 생각이 든다. 이것은 이야기도 아니고, 반전도 필요 없으니까. 그냥 보여주고 싶어.)  ... (허락의 의미인지 천을 들어올리는 손길에도 가만히 있는다. 그런데... ...눈가 밑까지 올라가던 천이 그 이상으로 올라가지 않는다.) ...? 어, 얼레리요~ (왜 안 올라가지? 당황하니 긴장감이 순식간에 풀린다. 바란손의 눈은 다르게 생겼을지도 모르니까... 오히려 잘된 걸지도!) '약속' 그 자체에 조금 회의감이 있을 뿐 마티암씨와의 약속이라면 오히려 제법 좋겠다고 생각했으니 말입니다. 이상함을 아름다움으로 느끼는 저니까 괜찮지 않겠습니까~? (두근거리며 진동하는 심장이 잡힌다. 견고함이 울리니 저까지 같이 고동하는 감각이다.) 어라... 가지고 싶습니다, 이거. (저도 모르게 중얼거린다.) 하하, 이미 칭찬할 때를 놓치신 거 아십니까~? 뒤늦어진 만큼 그 말이 진심으로 느껴지긴 어렵습니다요! (황동색 기사라 은빛 바란손이라, 서로의 몸이라도 바꿔껴야 하나? 그런 상상을 하며 웃는다.)  저야 검 말고는 영 금속을 관리할 줄 모르니 기꺼이 맡기겠습니다. 마티암씨라면 그 문 손잡이 마냥 반짝반짝하게 닦아주시겠지요! (콕콕.) 이 갑주는 합주가 가능하십니까? 아니면 하나라도 빌려드릴깝쇼? (잽싸게 흙을 털어준 베리를 우물거린다. 원래라면 붉은 베리였겠지. 하여튼 붉은 과일에 약하다.) 물론 자신만큼 좋은 경쟁 상대는 찾긴 힘들지만, 그렇다고 스스로 심장을 찌를 순 없는 노릇이지요~! 졸업이라, 그럴지도 모르겠습니다. 제가 가장 원하고 탐내던 게 이거였다는 걸 상대방을 알았던 거겠지요. (흠...) 지금 생각해보니 이게 제가 태어나서 처음 받아본 선물이군요.
				마티암	
					
					..글쎄. (당신의 물음에 그저 웃는다. 당신의 그 집요함까지 좋은 것 아닐까. 이 듀라한은, 무엇이든 그냥 드러내는 법이 없으니까.) 내가 라즈카트였다면 분신을 만들어 같이 관람했을 텐데. 관객이 하나인 무대는 역시 좀 그런가? (천에 드러난 글자를 하나하나 아로새긴다. 허락해주는 걸까. 자신을 믿어주는 당신이 고맙다. 하지만 역시 이걸로 끝내고 싶진 않다. 바란손은 바란손, 미겔은 미겔 아니던가. 그러나 자신도 모르게 올린 손을 멈출 수 없었다. 그래서 더 이상 올라가지 않는 천을 봤을 때.. 조금의 안도감을 느꼈을지도 모른다.) ..하하, 여기까지인가. (언젠가 당신의 진짜 눈을 볼 수 있으려나. 무슨 색이든 좋다. 푸른 색의 대지, 보라색 풀. 이런 마계에서도 따뜻한 바람이 분다. 그 순간만은 꿈이 아닌 것 같았다.)   흐음- 약속을 지키지 않는 사람이라도 있었나? 그대가 그렇다면 기꺼이 이상한 사람이 되어주겠네. (당신의 말에 심장이 한 번 크게 울렸다) 하하! 그대도 욕심을 부릴 줄 아는군. 이미 그대의 손에 있으니, (가져도 좋아. 그렇게 말하는 것 같았다.) 원래부터 난 황동파였네. 하지만 그대의 검을 보니.. 은빛도 좋을 것 같더군.  그대의 몸체를 보니 이제 연습해야 할 것 같은데? 몸에 녹이 슬면 연주하기도 힘들걸세. ...물론. 그 정도는 눈감고도 할 수 있지. (자신의 몸을 다시금 돌아본다. 철컥이는 소리는 낼 수 있을지도. 이것저것 시도해보지만 아름답다-라고 할 수 있는 소리는 없었다.) 하나 빌려준다는 건.. 떼준다는 건가? (당신이 청록색 즙을 토하진 않을지 살펴보다 안심한다. 베리를 먹어버렸으니 이제 영원히 마계에서 살아야 하네. 이런 농담이나 하면서) 하하, 경쟁자가 생길 뻔했군. 그대의 눈에 깃든 열망을 스승이 모를 리 없지. 자세히 들려주지 않겠나?
				미겔	
					
